A-13-S61-P11,,A-13-S51-P11,,A-13-S41-P11,,A-13-S31-P11,,A-13-S21-P11,,A-13-S11-P11,,A-12-S71-P11,,A-12-S61-P11,,A-12-S51-P11,,A-12-S41-P11,,A-12-S31-P11,,A-12-S21-P11,,A-12-S11-P11,,A-11-S71-P11,,A-11-S61-P11,,A-11-S51-P11,,A-11-S41-P11,,A-11-S31-P11,,A-11-S21-P11,,A-11-S11-P11,,,A-21-S11-P11,,A-21-S21-P11,,A-21-S31-P11,,A-21-S41-P11,,A-21-S51-P11,,A-21-S61-P11,,A-21-S71-P11,,A-22-S11-P11,,A-22-S21-P11,,A-22-S31-P11,,A-22-S41-P11,,A-22-S51-P11,,A-22-S61-P11,,A-22-S71-P11,,A-23-S11-P11,,A-23-S21-P11,,A-23-S31-P11,,A-23-S41-P11,,A-23-S51-P11,,A-23-S61-P11
A-13-S61-P12,,A-13-S51-P12,,A-13-S41-P12,,A-13-S31-P12,,A-13-S21-P12,,A-13-S11-P12,,A-12-S71-P12,,A-12-S61-P12,,A-12-S51-P12,,A-12-S41-P12,,A-12-S31-P12,,A-12-S21-P12,,A-12-S11-P12,,A-11-S71-P12,,A-11-S61-P12,,A-11-S51-P12,,A-11-S41-P12,,A-11-S31-P12,,A-11-S21-P12,,A-11-S11-P12,,,A-21-S11-P12,,A-21-S21-P12,,A-21-S31-P12,,A-21-S41-P12,,A-21-S51-P12,,A-21-S61-P12,,A-21-S71-P12,,A-22-S11-P12,,A-22-S21-P12,,A-22-S31-P12,,A-22-S41-P12,,A-22-S51-P12,,A-22-S61-P12,,A-22-S71-P12,,A-23-S11-P12,,A-23-S21-P12,,A-23-S31-P12,,A-23-S41-P12,,A-23-S51-P12,,A-23-S61-P12
A-13-S61-P13,,A-13-S51-P13,,A-13-S41-P13,,A-13-S31-P13,,A-13-S21-P13,,A-13-S11-P13,,A-12-S71-P13,,A-12-S61-P13,,A-12-S51-P13,,A-12-S41-P13,,A-12-S31-P13,,A-12-S21-P13,,A-12-S11-P13,,A-11-S71-P13,,A-11-S61-P13,,A-11-S51-P13,,A-11-S41-P13,,A-11-S31-P13,,A-11-S21-P13,,A-11-S11-P13,,,A-21-S11-P13,,A-21-S21-P13,,A-21-S31-P13,,A-21-S41-P13,,A-21-S51-P13,,A-21-S61-P13,,A-21-S71-P13,,A-22-S11-P13,,A-22-S21-P13,,A-22-S31-P13,,A-22-S41-P13,,A-22-S51-P13,,A-22-S61-P13,,A-22-S71-P13,,A-23-S11-P13,,A-23-S21-P13,,A-23-S31-P13,,A-23-S41-P13,,A-23-S51-P13,,A-23-S61-P13
A-13-S61-P14,,A-13-S51-P14,,A-13-S41-P14,,A-13-S31-P14,,A-13-S21-P14,,A-13-S11-P14,,A-12-S71-P14,,A-12-S61-P14,,A-12-S51-P14,,A-12-S41-P14,,A-12-S31-P14,,A-12-S21-P14,,A-12-S11-P14,,A-11-S71-P14,,A-11-S61-P14,,A-11-S51-P14,,A-11-S41-P14,,A-11-S31-P14,,A-11-S21-P14,,A-11-S11-P14,,,A-21-S11-P14,,A-21-S21-P14,,A-21-S31-P14,,A-21-S41-P14,,A-21-S51-P14,,A-21-S61-P14,,A-21-S71-P14,,A-22-S11-P14,,A-22-S21-P14,,A-22-S31-P14,,A-22-S41-P14,,A-22-S51-P14,,A-22-S61-P14,,A-22-S71-P14,,A-23-S11-P14,,A-23-S21-P14,,A-23-S31-P14,,A-23-S41-P14,,A-23-S51-P14,,A-23-S61-P14
A-13-S61-P15,,A-13-S51-P15,,A-13-S41-P15,,A-13-S31-P15,,A-13-S21-P15,,A-13-S11-P15,,A-12-S71-P15,,A-12-S61-P15,,A-12-S51-P15,,A-12-S41-P15,,A-12-S31-P15,,A-12-S21-P15,,A-12-S11-P15,,A-11-S71-P15,,A-11-S61-P15,,A-11-S51-P15,,A-11-S41-P15,,A-11-S31-P15,,A-11-S21-P15,,A-11-S11-P15,,,A-21-S11-P15,,A-21-S21-P15,,A-21-S31-P15,,A-21-S41-P15,,A-21-S51-P15,,A-21-S61-P15,,A-21-S71-P15,,A-22-S11-P15,,A-22-S21-P15,,A-22-S31-P15,,A-22-S41-P15,,A-22-S51-P15,,A-22-S61-P15,,A-22-S71-P15,,A-23-S11-P15,,A-23-S21-P15,,A-23-S31-P15,,A-23-S41-P15,,A-23-S51-P15,,A-23-S61-P15
A-13-S61-P16,,A-13-S51-P16,,A-13-S41-P16,,A-13-S31-P16,,A-13-S21-P16,,A-13-S11-P16,,A-12-S71-P16,,A-12-S61-P16,,A-12-S51-P16,,A-12-S41-P16,,A-12-S31-P16,,A-12-S21-P16,,A-12-S11-P16,,A-11-S71-P16,,A-11-S61-P16,,A-11-S51-P16,,A-11-S41-P16,,A-11-S31-P16,,A-11-S21-P16,,A-11-S11-P16,,,A-21-S11-P16,,A-21-S21-P16,,A-21-S31-P16,,A-21-S41-P16,,A-21-S51-P16,,A-21-S61-P16,,A-21-S71-P16,,A-22-S11-P16,,A-22-S21-P16,,A-22-S31-P16,,A-22-S41-P16,,A-22-S51-P16,,A-22-S61-P16,,A-22-S71-P16,,A-23-S11-P16,,A-23-S21-P16,,A-23-S31-P16,,A-23-S41-P16,,A-23-S51-P16,,A-23-S61-P16
A-13-S61-P17,,A-13-S51-P17,,A-13-S41-P17,,A-13-S31-P17,,A-13-S21-P17,,A-13-S11-P17,,A-12-S71-P17,,A-12-S61-P17,,A-12-S51-P17,,A-12-S41-P17,,A-12-S31-P17,,A-12-S21-P17,,A-12-S11-P17,,A-11-S71-P17,,A-11-S61-P17,,A-11-S51-P17,,A-11-S41-P17,,A-11-S31-P17,,A-11-S21-P17,,A-11-S11-P17,,,A-21-S11-P17,,A-21-S21-P17,,A-21-S31-P17,,A-21-S41-P17,,A-21-S51-P17,,A-21-S61-P17,,A-21-S71-P17,,A-22-S11-P17,,A-22-S21-P17,,A-22-S31-P17,,A-22-S41-P17,,A-22-S51-P17,,A-22-S61-P17,,A-22-S71-P17,,A-23-S11-P17,,A-23-S21-P17,,A-23-S31-P17,,A-23-S41-P17,,A-23-S51-P17,,A-23-S61-P17
A-13-S61-P18,,A-13-S51-P18,,A-13-S41-P18,,A-13-S31-P18,,A-13-S21-P18,,A-13-S11-P18,,A-12-S71-P18,,A-12-S61-P18,,A-12-S51-P18,,A-12-S41-P18,,A-12-S31-P18,,A-12-S21-P18,,A-12-S11-P18,,A-11-S71-P18,,A-11-S61-P18,,A-11-S51-P18,,A-11-S41-P18,,A-11-S31-P18,,A-11-S21-P18,,A-11-S11-P18,,,A-21-S11-P18,,A-21-S21-P18,,A-21-S31-P18,,A-21-S41-P18,,A-21-S51-P18,,A-21-S61-P18,,A-21-S71-P18,,A-22-S11-P18,,A-22-S21-P18,,A-22-S31-P18,,A-22-S41-P18,,A-22-S51-P18,,A-22-S61-P18,,A-22-S71-P18,,A-23-S11-P18,,A-23-S21-P18,,A-23-S31-P18,,A-23-S41-P18,,A-23-S51-P18,,A-23-S61-P18
A-13-S61-P19,,A-13-S51-P19,,A-13-S41-P19,,A-13-S31-P19,,A-13-S21-P19,,A-13-S11-P19,,A-12-S71-P19,,A-12-S61-P19,,A-12-S51-P19,,A-12-S41-P19,,A-12-S31-P19,,A-12-S21-P19,,A-12-S11-P19,,A-11-S71-P19,,A-11-S61-P19,,A-11-S51-P19,,A-11-S41-P19,,A-11-S31-P19,,A-11-S21-P19,,A-11-S11-P19,,,A-21-S11-P19,,A-21-S21-P19,,A-21-S31-P19,,A-21-S41-P19,,A-21-S51-P19,,A-21-S61-P19,,A-21-S71-P19,,A-22-S11-P19,,A-22-S21-P19,,A-22-S31-P19,,A-22-S41-P19,,A-22-S51-P19,,A-22-S61-P19,,A-22-S71-P19,,A-23-S11-P19,,A-23-S21-P19,,A-23-S31-P19,,A-23-S41-P19,,A-23-S51-P19,,A-23-S61-P19
A-13-S61-P20,,A-13-S51-P20,,A-13-S41-P20,,A-13-S31-P20,,A-13-S21-P20,,A-13-S11-P20,,A-12-S71-P20,,A-12-S61-P20,,A-12-S51-P20,,A-12-S41-P20,,A-12-S31-P20,,A-12-S21-P20,,A-12-S11-P20,,A-11-S71-P20,,A-11-S61-P20,,A-11-S51-P20,,A-11-S41-P20,,A-11-S31-P20,,A-11-S21-P20,,A-11-S11-P20,,,A-21-S11-P20,,A-21-S21-P20,,A-21-S31-P20,,A-21-S41-P20,,A-21-S51-P20,,A-21-S61-P20,,A-21-S71-P20,,A-22-S11-P20,,A-22-S21-P20,,A-22-S31-P20,,A-22-S41-P20,,A-22-S51-P20,,A-22-S61-P20,,A-22-S71-P20,,A-23-S11-P20,,A-23-S21-P20,,A-23-S31-P20,,A-23-S41-P20,,A-23-S51-P20,,A-23-S61-P20
A-13-S62-P21,,A-13-S52-P21,,A-13-S42-P21,,A-13-S32-P21,,A-13-S22-P21,,A-13-S12-P21,,A-12-S72-P21,,A-12-S62-P21,,A-12-S52-P21,,A-12-S42-P21,,A-12-S32-P21,,A-12-S22-P21,,A-12-S12-P21,,A-11-S72-P21,,A-11-S62-P21,,A-11-S52-P21,,A-11-S42-P21,,A-11-S32-P21,,A-11-S22-P21,,A-11-S12-P21,,,A-21-S12-P21,,A-21-S22-P21,,A-21-S32-P21,,A-21-S42-P21,,A-21-S52-P21,,A-21-S62-P21,,A-21-S72-P21,,A-22-S12-P21,,A-22-S22-P21,,A-22-S32-P21,,A-22-S42-P21,,A-22-S52-P21,,A-22-S62-P21,,A-22-S72-P21,,A-23-S12-P21,,A-23-S22-P21,,A-23-S32-P21,,A-23-S42-P21,,A-23-S52-P21,,A-23-S62-P21
A-13-S62-P22,,A-13-S52-P22,,A-13-S42-P22,,A-13-S32-P22,,A-13-S22-P22,,A-13-S12-P22,,A-12-S72-P22,,A-12-S62-P22,,A-12-S52-P22,,A-12-S42-P22,,A-12-S32-P22,,A-12-S22-P22,,A-12-S12-P22,,A-11-S72-P22,,A-11-S62-P22,,A-11-S52-P22,,A-11-S42-P22,,A-11-S32-P22,,A-11-S22-P22,,A-11-S12-P22,,,A-21-S12-P22,,A-21-S22-P22,,A-21-S32-P22,,A-21-S42-P22,,A-21-S52-P22,,A-21-S62-P22,,A-21-S72-P22,,A-22-S12-P22,,A-22-S22-P22,,A-22-S32-P22,,A-22-S42-P22,,A-22-S52-P22,,A-22-S62-P22,,A-22-S72-P22,,A-23-S12-P22,,A-23-S22-P22,,A-23-S32-P22,,A-23-S42-P22,,A-23-S52-P22,,A-23-S62-P22
A-13-S62-P23,,A-13-S52-P23,,A-13-S42-P23,,A-13-S32-P23,,A-13-S22-P23,,A-13-S12-P23,,A-12-S72-P23,,A-12-S62-P23,,A-12-S52-P23,,A-12-S42-P23,,A-12-S32-P23,,A-12-S22-P23,,A-12-S12-P23,,A-11-S72-P23,,A-11-S62-P23,,A-11-S52-P23,,A-11-S42-P23,,A-11-S32-P23,,A-11-S22-P23,,A-11-S12-P23,,,A-21-S12-P23,,A-21-S22-P23,,A-21-S32-P23,,A-21-S42-P23,,A-21-S52-P23,,A-21-S62-P23,,A-21-S72-P23,,A-22-S12-P23,,A-22-S22-P23,,A-22-S32-P23,,A-22-S42-P23,,A-22-S52-P23,,A-22-S62-P23,,A-22-S72-P23,,A-23-S12-P23,,A-23-S22-P23,,A-23-S32-P23,,A-23-S42-P23,,A-23-S52-P23,,A-23-S62-P23
A-13-S62-P24,,A-13-S52-P24,,A-13-S42-P24,,A-13-S32-P24,,A-13-S22-P24,,A-13-S12-P24,,A-12-S72-P24,,A-12-S62-P24,,A-12-S52-P24,,A-12-S42-P24,,A-12-S32-P24,,A-12-S22-P24,,A-12-S12-P24,,A-11-S72-P24,,A-11-S62-P24,,A-11-S52-P24,,A-11-S42-P24,,A-11-S32-P24,,A-11-S22-P24,,A-11-S12-P24,,,A-21-S12-P24,,A-21-S22-P24,,A-21-S32-P24,,A-21-S42-P24,,A-21-S52-P24,,A-21-S62-P24,,A-21-S72-P24,,A-22-S12-P24,,A-22-S22-P24,,A-22-S32-P24,,A-22-S42-P24,,A-22-S52-P24,,A-22-S62-P24,,A-22-S72-P24,,A-23-S12-P24,,A-23-S22-P24,,A-23-S32-P24,,A-23-S42-P24,,A-23-S52-P24,,A-23-S62-P24
A-13-S62-P25,,A-13-S52-P25,,A-13-S42-P25,,A-13-S32-P25,,A-13-S22-P25,,A-13-S12-P25,,A-12-S72-P25,,A-12-S62-P25,,A-12-S52-P25,,A-12-S42-P25,,A-12-S32-P25,,A-12-S22-P25,,A-12-S12-P25,,A-11-S72-P25,,A-11-S62-P25,,A-11-S52-P25,,A-11-S42-P25,,A-11-S32-P25,,A-11-S22-P25,,A-11-S12-P25,,,A-21-S12-P25,,A-21-S22-P25,,A-21-S32-P25,,A-21-S42-P25,,A-21-S52-P25,,A-21-S62-P25,,A-21-S72-P25,,A-22-S12-P25,,A-22-S22-P25,,A-22-S32-P25,,A-22-S42-P25,,A-22-S52-P25,,A-22-S62-P25,,A-22-S72-P25,,A-23-S12-P25,,A-23-S22-P25,,A-23-S32-P25,,A-23-S42-P25,,A-23-S52-P25,,A-23-S62-P25
A-13-S62-P26,,A-13-S52-P26,,A-13-S42-P26,,A-13-S32-P26,,A-13-S22-P26,,A-13-S12-P26,,A-12-S72-P26,,A-12-S62-P26,,A-12-S52-P26,,A-12-S42-P26,,A-12-S32-P26,,A-12-S22-P26,,A-12-S12-P26,,A-11-S72-P26,,A-11-S62-P26,,A-11-S52-P26,,A-11-S42-P26,,A-11-S32-P26,,A-11-S22-P26,,A-11-S12-P26,,,A-21-S12-P26,,A-21-S22-P26,,A-21-S32-P26,,A-21-S42-P26,,A-21-S52-P26,,A-21-S62-P26,,A-21-S72-P26,,A-22-S12-P26,,A-22-S22-P26,,A-22-S32-P26,,A-22-S42-P26,,A-22-S52-P26,,A-22-S62-P26,,A-22-S72-P26,,A-23-S12-P26,,A-23-S22-P26,,A-23-S32-P26,,A-23-S42-P26,,A-23-S52-P26,,A-23-S62-P26
A-13-S62-P27,,A-13-S52-P27,,A-13-S42-P27,,A-13-S32-P27,,A-13-S22-P27,,A-13-S12-P27,,A-12-S72-P27,,A-12-S62-P27,,A-12-S52-P27,,A-12-S42-P27,,A-12-S32-P27,,A-12-S22-P27,,A-12-S12-P27,,A-11-S72-P27,,A-11-S62-P27,,A-11-S52-P27,,A-11-S42-P27,,A-11-S32-P27,,A-11-S22-P27,,A-11-S12-P27,,,A-21-S12-P27,,A-21-S22-P27,,A-21-S32-P27,,A-21-S42-P27,,A-21-S52-P27,,A-21-S62-P27,,A-21-S72-P27,,A-22-S12-P27,,A-22-S22-P27,,A-22-S32-P27,,A-22-S42-P27,,A-22-S52-P27,,A-22-S62-P27,,A-22-S72-P27,,A-23-S12-P27,,A-23-S22-P27,,A-23-S32-P27,,A-23-S42-P27,,A-23-S52-P27,,A-23-S62-P27
A-13-S62-P28,,A-13-S52-P28,,A-13-S42-P28,,A-13-S32-P28,,A-13-S22-P28,Combiner 13,A-13-S12-P28,,A-12-S72-P28,,A-12-S62-P28,,A-12-S52-P28,,A-12-S42-P28,,A-12-S32-P28,,A-12-S22-P28,Combiner 12,A-12-S12-P28,,A-11-S72-P28,,A-11-S62-P28,,A-11-S52-P28,,A-11-S42-P28,,A-11-S32-P28,,A-11-S22-P28,Combiner 11,A-11-S12-P28,,,A-21-S12-P28,Combiner 21,A-21-S22-P28,,A-21-S32-P28,,A-21-S42-P28,,A-21-S52-P28,,A-21-S62-P28,,A-21-S72-P28,,A-22-S12-P28,Combiner 22,A-22-S22-P28,,A-22-S32-P28,,A-22-S42-P28,,A-22-S52-P28,,A-22-S62-P28,,A-22-S72-P28,,A-23-S12-P28,Combiner 23,A-23-S22-P28,,A-23-S32-P28,,A-23-S42-P28,,A-23-S52-P28,,A-23-S62-P28
A-13-S62-P29,,A-13-S52-P29,,A-13-S42-P29,,A-13-S32-P29,,A-13-S22-P29,,A-13-S12-P29,,A-12-S72-P29,,A-12-S62-P29,,A-12-S52-P29,,A-12-S42-P29,,A-12-S32-P29,,A-12-S22-P29,,A-12-S12-P29,,A-11-S72-P29,,A-11-S62-P29,,A-11-S52-P29,,A-11-S42-P29,,A-11-S32-P29,,A-11-S22-P29,,A-11-S12-P29,,,A-21-S12-P29,,A-21-S22-P29,,A-21-S32-P29,,A-21-S42-P29,,A-21-S52-P29,,A-21-S62-P29,,A-21-S72-P29,,A-22-S12-P29,,A-22-S22-P29,,A-22-S32-P29,,A-22-S42-P29,,A-22-S52-P29,,A-22-S62-P29,,A-22-S72-P29,,A-23-S12-P29,,A-23-S22-P29,,A-23-S32-P29,,A-23-S42-P29,,A-23-S52-P29,,A-23-S62-P29
A-13-S62-P30,,A-13-S52-P30,,A-13-S42-P30,,A-13-S32-P30,,A-13-S22-P30,,A-13-S12-P30,,A-12-S72-P30,,A-12-S62-P30,,A-12-S52-P30,,A-12-S42-P30,,A-12-S32-P30,,A-12-S22-P30,,A-12-S12-P30,,A-11-S72-P30,,A-11-S62-P30,,A-11-S52-P30,,A-11-S42-P30,,A-11-S32-P30,,A-11-S22-P30,,A-11-S12-P30,,,A-21-S12-P30,,A-21-S22-P30,,A-21-S32-P30,,A-21-S42-P30,,A-21-S52-P30,,A-21-S62-P30,,A-21-S72-P30,,A-22-S12-P30,,A-22-S22-P30,,A-22-S32-P30,,A-22-S42-P30,,A-22-S52-P30,,A-22-S62-P30,,A-22-S72-P30,,A-23-S12-P30,,A-23-S22-P30,,A-23-S32-P30,,A-23-S42-P30,,A-23-S52-P30,,A-23-S62-P30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-13-S62-P31,,A-13-S52-P31,,A-13-S42-P31,,A-13-S32-P31,,A-13-S22-P31,,A-13-S12-P31,,A-12-S72-P31,,A-12-S62-P31,,A-12-S52-P31,,A-12-S42-P31,,A-12-S32-P31,,A-12-S22-P31,,A-12-S12-P31,,A-11-S72-P31,,A-11-S62-P31,,A-11-S52-P31,,A-11-S42-P31,,A-11-S32-P31,,A-11-S22-P31,,A-11-S12-P31,,,A-21-S12-P31,,A-21-S22-P31,,A-21-S32-P31,,A-21-S42-P31,,A-21-S52-P31,,A-21-S62-P31,,A-21-S72-P31,,A-22-S12-P31,,A-22-S22-P31,,A-22-S32-P31,,A-22-S42-P31,,A-22-S52-P31,,A-22-S62-P31,,A-22-S72-P31,,A-23-S12-P31,,A-23-S22-P31,,A-23-S32-P31,,A-23-S42-P31,,A-23-S52-P31,,A-23-S62-P31
